Movie Name,Year of Release,Watch Time,Movie Rating,Metascore of movie,Gross,Votes,Description,Ids,TMDB_Id,TMDB_Genre,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,SciFi,TV,Thriller,War,Western,Bad Words
Bride of Frankenstein,1935,75,7.8,95.0,4.36,"50,855","Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.","(229, [18, 27, 878])",229.0,"[18, 27, 878]",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
You Can't Take It with You,1938,126,7.8,7.8,4.66,"26,941","The son of a snobbish Wall Street banker becomes engaged to a woman from a good-natured but decidedly eccentric family, not realizing that his father is trying to force her family from their home for a real estate development.","(34106, [35, 10749])",34106.0,"[35, 10749]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dip huet seung hung,1989,111,7.8,82.0,,"49,837",A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.,"(10835, [28, 80, 18, 53])",10835.0,"[28, 80, 18, 53]",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,400
Bir Zamanlar Anadolu'da,2011,157,7.8,82.0,0.14,"48,298",A group of men set out in search of a dead body in the Anatolian steppes.,"(74879, [18, 80])",74879.0,"[18, 80]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Soshite chichi ni naru,2013,121,7.8,73.0,0.28,"26,733","Ryota is a successful workaholic businessman. When he learns that his biological son was switched with another boy after birth, he faces the difficult decision to choose his true son or the boy he and his wife have raised as their own.","(177945, [18])",177945.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Crimes and Misdemeanors,1989,104,7.8,77.0,18.25,"59,616",An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,"(11562, [35, 18])",11562.0,"[35, 18]",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Vivre sa vie: Film en douze tableaux,1962,80,7.8,8.007692307692308,,"33,775",Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,"(1626, [18])",1626.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
Tôkyô goddofâzâzu,2003,92,7.8,74.0,0.13,"43,664","On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.","(None, None)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Sennen joyû,2001,87,7.8,70.0,0.19,"30,127",A TV interviewer and his cameraman meet a former actress and travel through her memories and career.,"(33320, [16, 18, 10749])",33320.0,"[16, 18, 10749]",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1
Veer-Zaara,2004,192,7.8,67.0,2.92,"55,254","""Veer-Zaara"" is a saga of love, separation, courage, and sacrifice. A love story that is an inspiration and will remain a legend forever.","(4251, [18, 10749])",4251.0,"[18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Duck Soup,1933,69,7.8,93.0,,"61,657","Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side they're on.","(3063, [35, 10752])",3063.0,"[35, 10752]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ma vie de Courgette,2016,66,7.8,85.0,0.29,"27,386","After losing his mother, a young boy is sent to an orphanage with other orphans his age where he begins to learn the meaning of trust and true love.","(393559, [16, 35, 18, 10751, 10749])",393559.0,"[16, 35, 18, 10751, 10749]",0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,68
Knockin' on Heaven's Door,1997,87,7.8,7.9263157894736835,0,"32,399","Two terminally ill patients escape from a hospital, steal a car and rush towards the sea.","(158, [35, 80])",158.0,"[35, 80]",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
English Vinglish,2012,134,7.8,7.956521739130435,1.67,"37,783","A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.","(118628, [35, 18, 10751])",118628.0,"[35, 18, 10751]",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
A Night at the Opera,1935,96,7.8,7.8,2.54,"33,900",A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.,"(37719, [35, 10402])",37719.0,"[35, 10402]",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Vicky Donor,2012,126,7.8,7.956521739130435,0.17,"44,538","A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.","(103243, [35, 10749])",103243.0,"[35, 10749]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
Hindi Medium,2017,132,7.8,7.936842105263159,,"30,887",A couple from Chandni Chowk aspire to give their daughter the best education and thus be a part of and accepted by the elite of Delhi.,"(456570, [35, 18])",456570.0,"[35, 18]",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Mission: Impossible - Fallout,2018,147,7.7,86.0,220.16,"3,58,868","Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.","(353081, [28, 12])",353081.0,"[28, 12]",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
The Whale,2022,117,7.7,60.0,,"1,65,969","A reclusive, morbidly obese English teacher attempts to reconnect with his estranged teenage daughter.","(785084, [18])",785084.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46
The Banshees of Inisherin,2022,114,7.7,87.0,,"2,20,025","Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.","(674324, [18, 35])",674324.0,"[18, 35]",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
Aftersun,2022,102,7.7,95.0,,"70,047",Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between as she tries to reconcile the father she knew with the man she didn't...,"(965150, [18])",965150.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
Sicario,2015,121,7.7,82.0,46.89,"4,50,770",An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,"(273481, [28, 80, 53])",273481.0,"[28, 80, 53]",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56
The Goonies,1985,114,7.7,62.0,61.5,"2,87,606",A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,"(9340, [12, 35, 10751])",9340.0,"[12, 35, 10751]",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20
Man on Fire,2004,146,7.7,47.0,77.91,"3,75,044","In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.","(9509, [28, 18, 53])",9509.0,"[28, 18, 53]",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,18
Kingsman: The Secret Service,2014,129,7.7,60.0,128.26,"6,92,994","A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.","(207703, [80, 35, 28, 12])",207703.0,"[80, 35, 28, 12]",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
Harry Potter and the Goblet of Fire,2005,157,7.7,81.0,290.01,"6,53,157","Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.","(674, [12, 14, 10751])",674.0,"[12, 14, 10751]",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
Zodiac,2007,157,7.7,79.0,33.08,"5,68,990","Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.","(1949, [80, 18, 9648, 53])",1949.0,"[80, 18, 9648, 53]",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,28
(500) Days of Summer,2009,95,7.7,76.0,32.39,"5,35,849","After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back.","(19913, [35, 18, 10749])",19913.0,"[35, 18, 10749]",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,23
Wind River,2017,107,7.7,73.0,33.8,"2,65,418","A wildlife officer, who is haunted by a tragedy that happened because of him, teams up with an FBI agent in solving a murder of a young woman on a Wyoming Native American reservation and hopes to get redemption from his past regrets.","(395834, [80, 18, 9648, 53])",395834.0,"[80, 18, 9648, 53]",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,48
Ocean's Eleven,2001,116,7.7,74.0,183.42,"5,97,168",Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,"(161, [53, 80])",161.0,"[53, 80]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13
The Hangover,2009,100,7.7,73.0,277.32,"8,15,484","Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.","(18785, [35])",18785.0,[35],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
Black Hawk Down,2001,144,7.7,74.0,108.64,"4,10,773","The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.","(855, [28, 36, 10752])",855.0,"[28, 36, 10752]",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,64
Druk,2020,117,7.7,79.0,,"1,78,084",Four high-school teachers consume alcohol on a daily basis to see how it affects their social and professional lives.,"(580175, [35, 18])",580175.0,"[35, 18]",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,154
Airplane!,1980,88,7.7,78.0,83.4,"2,50,962","After the crew becomes sick with food poisoning, a neurotic ex-fighter pilot must land a commercial airplane full of passengers safely.","(813, [35])",813.0,[35],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
The Count of Monte Cristo,2002,131,7.7,61.0,54.23,"1,44,051","A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.","(11362, [12, 18, 36])",11362.0,"[12, 18, 36]",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Coraline,2009,100,7.7,80.0,75.29,"2,47,216","An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.","(14836, [16, 10751, 14])",14836.0,"[16, 10751, 14]",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
La vie d'Adèle,2013,180,7.7,90.0,2.2,"1,58,327","Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.","(152584, [10749, 18])",152584.0,"[10749, 18]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11
A Few Good Men,1992,138,7.7,62.0,141.34,"2,76,504",Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,"(881, [18])",881.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32
Home Alone,1990,103,7.7,63.0,285.76,"6,08,894","An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas eve.","(654974, [35, 80, 10751])",654974.0,"[35, 80, 10751]",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
Primal Fear,1996,129,7.7,47.0,56.12,"2,35,790","An altar boy is accused of murdering a priest, and the truth is buried several layers deep.","(1592, [80, 18, 9648, 53])",1592.0,"[80, 18, 9648, 53]",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,82
Star Trek Into Darkness,2013,132,7.7,72.0,228.78,"4,91,195","After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.","(54138, [28, 12, 878])",54138.0,"[28, 12, 878]",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29
Harry Potter and the Deathly Hallows: Part 1,2010,146,7.7,65.0,295.98,"5,73,642","As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.","(12444, [12, 14])",12444.0,"[12, 14]",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Ex Machina,2014,108,7.7,78.0,25.44,"5,66,200",A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,"(264660, [18, 878])",264660.0,"[18, 878]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,32
Deliverance,1972,109,7.7,80.0,7.06,"1,15,449","Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.","(10669, [18, 12, 53])",10669.0,"[18, 12, 53]",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,27
The Game,1997,129,7.7,63.0,48.32,"4,12,820","After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.","(2649, [18, 53, 9648])",2649.0,"[18, 53, 9648]",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,50
Blue Velvet,1986,120,7.7,76.0,8.55,"2,07,984","The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.","(793, [80, 9648, 53])",793.0,"[80, 9648, 53]",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,45
Apollo 13,1995,140,7.7,77.0,173.84,"3,05,800",NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,"(568, [18, 36])",568.0,"[18, 36]",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,31
3:10 to Yuma,2007,122,7.7,76.0,53.61,"3,22,981",A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,"(5176, [37])",5176.0,[37],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32
Brokeback Mountain,2005,134,7.7,87.0,83.04,"3,70,434",Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.,"(142, [18, 10749])",142.0,"[18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,52
Training Day,2001,122,7.7,69.0,76.63,"4,53,998",A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,"(2034, [28, 80, 18])",2034.0,"[28, 80, 18]",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,192
Silver Linings Playbook,2012,122,7.7,81.0,132.09,"7,25,800","After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.","(82693, [18, 35, 10749])",82693.0,"[18, 35, 10749]",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,104
Mr. Nobody,2009,141,7.7,63.0,0,"2,40,388","A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.","(31011, [878, 18, 10749, 14])",31011.0,"[878, 18, 10749, 14]",0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,5
The Last of the Mohicans,1992,112,7.7,76.0,75.51,"1,79,305",Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,"(9361, [28, 12, 18, 36, 10749, 10752])",9361.0,"[28, 12, 18, 36, 10749, 10752]",1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,4
Tangled,2010,100,7.7,71.0,200.82,"4,74,295","The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.","(38757, [16, 10751])",38757.0,"[16, 10751]",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Y tu mamá también,2001,106,7.7,89.0,13.62,"1,26,393","In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.","(1391, [18, 10749])",1391.0,"[18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,50
The Lego Movie,2014,100,7.7,83.0,257.76,"3,74,806","An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.","(137106, [16, 10751, 12, 35, 14])",137106.0,"[16, 10751, 12, 35, 14]",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Lost in Translation,2003,102,7.7,91.0,44.59,"4,70,517",A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,"(153, [18, 10749])",153.0,"[18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4
Blazing Saddles,1974,93,7.7,73.0,119.5,"1,46,288","In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.","(11072, [37, 35])",11072.0,"[37, 35]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31
Halloween,1978,91,7.7,87.0,47,"2,90,938","Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.","(948, [27, 53])",948.0,"[27, 53]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,144
Birdman or (The Unexpected Virtue of Ignorance),2014,119,7.7,87.0,42.34,"6,49,400","A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.","(194662, [18, 35])",194662.0,"[18, 35]",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,148
The Boondock Saints,1999,108,7.7,44.0,0.03,"2,44,623",Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,"(8374, [28, 53, 80])",8374.0,"[28, 53, 80]",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,210
X: First Class,2011,131,7.7,65.0,146.41,"7,08,854","In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.","(691677, [99])",691677.0,[99],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Gravity,2013,91,7.7,96.0,274.09,"8,44,759",Two astronauts work together to survive after an accident leaves them stranded in space.,"(49047, [878, 53, 18])",49047.0,"[878, 53, 18]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,14
First Blood,1982,93,7.7,61.0,47.21,"2,64,762",A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,"(1368, [28, 12, 53, 10752])",1368.0,"[28, 12, 53, 10752]",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30
"O Brother, Where Art Thou?",2000,107,7.7,69.0,45.51,"3,22,083","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.","(134, [12, 35, 80])",134.0,"[12, 35, 80]",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Donnie Brasco,1997,127,7.7,76.0,41.91,"3,19,607","An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.","(9366, [80, 18, 53])",9366.0,"[80, 18, 53]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,223
Toy Story 4,2019,100,7.7,84.0,434.04,"2,66,236","When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.","(301528, [10751, 12, 16, 35, 14])",301528.0,"[10751, 12, 16, 35, 14]",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Bourne Supremacy,2004,108,7.7,73.0,176.24,"4,76,210","When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.","(2502, [28, 18, 53])",2502.0,"[28, 18, 53]",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10
Midnight in Paris,2011,94,7.7,81.0,56.82,"4,37,729","While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.","(59436, [14, 35, 10749])",59436.0,"[14, 35, 10749]",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
Argo,2012,120,7.7,86.0,136.03,"6,27,864","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.","(68734, [18, 53])",68734.0,"[18, 53]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,36
What's Eating Gilbert Grape,1993,118,7.7,73.0,9.17,"2,45,980",A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,"(1587, [10749, 18])",1587.0,"[10749, 18]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9
Who Framed Roger Rabbit,1988,104,7.7,83.0,156.45,"2,09,862",A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,"(856, [14, 16, 35, 80])",856.0,"[14, 16, 35, 80]",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Crash,2004,112,7.7,66.0,54.58,"4,43,653","Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.","(1640, [18])",1640.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
Detachment,2011,98,7.7,52.0,0.07,"93,233",A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.,"(74308, [18])",74308.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82
Wreck-It Ralph,2012,101,7.7,72.0,189.42,"4,41,831","A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.","(82690, [10751, 16, 35, 12])",82690.0,"[10751, 16, 35, 12]",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sound of Metal,2019,120,7.7,82.0,,"1,39,693",A heavy metal drummer's life is turned upside down when he begins to lose his hearing and he must confront a future filled with silence.,"(502033, [18, 10402])",502033.0,"[18, 10402]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,64
Road to Perdition,2002,117,7.7,72.0,104.45,"2,77,525","A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.","(4147, [80, 18, 53])",4147.0,"[80, 18, 53]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10
Sense and Sensibility,1995,136,7.7,84.0,43.18,"1,21,065","Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.","(4584, [18, 10749])",4584.0,"[18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Color Purple,1985,154,7.7,78.0,98.47,"91,590",A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.,"(873, [18])",873.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
The Fault in Our Stars,2014,126,7.7,69.0,124.87,"3,90,241",Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,"(222935, [10749, 18])",222935.0,"[10749, 18]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11
The Theory of Everything,2014,123,7.7,71.0,35.89,"4,67,384",A look at the relationship between the famous physicist Stephen Hawking and his wife.,"(266856, [18, 10749])",266856.0,"[18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
As Good as It Gets,1997,139,7.7,67.0,148.48,"3,09,535","A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.","(2898, [18, 35, 10749])",2898.0,"[18, 35, 10749]",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,23
The Boy in the Striped Pajamas,2008,94,7.7,55.0,9.03,"2,32,837","Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.","(14574, [10752, 18, 36])",14574.0,"[10752, 18, 36]",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-1
En man som heter Ove,2015,116,7.7,70.0,3.48,"64,544","Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.","(348678, [35, 18])",348678.0,"[35, 18]",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia,1993,125,7.7,66.0,77.32,"2,50,665","When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.","(9800, [18])",9800.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
Naked,1993,131,7.7,85.0,1.77,"41,947",An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,"(433251, [35])",433251.0,[35],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
The Trial of the Chicago 7,2020,129,7.7,76.0,,"1,86,208","The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.","(556984, [18, 36])",556984.0,"[18, 36]",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,154
Lucky Number Slevin,2006,110,7.7,53.0,22.49,"3,20,308","A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.","(186, [18, 53, 80, 9648])",186.0,"[18, 53, 80, 9648]",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,42
Empire of the Sun,1987,153,7.7,62.0,22.24,"1,30,914",A young English boy struggles to survive under Japanese occupation of China during World War II.,"(10110, [18, 36, 10752])",10110.0,"[18, 36, 10752]",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4
Fried Green Tomatoes,1991,130,7.7,64.0,82.42,"78,729",A housewife who is unhappy with her life befriends an old lady at a nursing home and is enthralled by the tales she tells of people she used to know.,"(1633, [18, 35])",1633.0,"[18, 35]",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
Serpico,1973,130,7.7,81.0,29.8,"1,29,465",An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,"(9040, [80, 18, 36])",9040.0,"[80, 18, 36]",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,96
